"ISO Code"	"Country"	"Region"	"Subject.Descriptor"	"Units"	"Scale"	"X2000"	"X2001"	"X2002"	"X2003"	"X2004"	"X2005"	"X2006"	"X2007"	"X2008"	"X2009"	"X2010"	"X2011"	"X2012"	"X2013"	"X2014"	"X2015"	"X2016"	"X2017"	"X2018"	"X2019"	"X2020"	"X2021"	"GrowthRate"
"90"	"DEU"	"Germany"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	1948.84	1945.8	2077.02	2501.01	2813.08	2848.44	2994.86	3425.98	3744.85	3407.56	3402.44	3748.66	3529.38	3733.86	3890.1	3357.93	3468.9	3689.55	3979.09	3888.76	3843.34	4230.17	0.0345384371670565
"91"	"DEU"	"Germany"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	25892.15	26651.21	26944.85	27119.52	27775.89	28133.69	29382.41	30861.4	31530.01	30388.16	31941.31	33553.95	34134.5	34860.38	36148.59	37046.04	38066.64	39526.6	40622.76	41800.88	40494.46	42523.67	0.0226131541665335
"92"	"DEU"	"Germany"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	23924.88	23869.77	25460.33	30668.85	34534.81	35020.2	36894.47	42299.86	46367.86	42338.84	42379.71	46697.38	43883.39	46299.37	48035.8	41107.22	42124.45	44636.7	47995.38	46800.18	46215.6	50787.86	0.0334677800537504
"93"	"DEU"	"Germany"	"Europe"	"Inflation"	"Percent change"	""	2.041	1.25	1.111	0.977	2.297	2.128	1.389	3.082	0.997	0.877	1.848	2.241	2.192	1.328	0.202	0.201	1.707	1.481	1.751	1.53	-0.659	4.031	NA
"94"	"DEU"	"Germany"	"Europe"	"Unemployment"	"Percent of total labor force"	""	7.95	7.8	8.6	9.708	10.333	11.008	10.042	8.542	7.425	7.642	6.967	5.833	5.383	5.242	4.992	4.633	4.133	3.758	3.4	3.15	3.833	3.696	-0.0358189657265671
"95"	"DEU"	"Germany"	"Europe"	"Population"	"Persons"	"Millions"	81.457	81.518	81.579	81.549	81.456	81.337	81.174	80.993	80.764	80.483	80.285	80.276	80.426	80.646	80.983	81.687	82.349	82.657	82.906	83.093	83.161	83.291	0.00103569667769321
"96"	"DEU"	"Germany"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	2109.09	2172.54	2198.12	2211.57	2262.52	2288.31	2385.08	2499.55	2546.49	2445.73	2564.4	2693.56	2745.31	2811.35	2927.43	3026.18	3134.74	3267.16	3367.86	3473.35	3367.56	3541.84	0.0236724409749638
"97"	"GRC"	"Greece"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	140.055	150.91	162.082	177.396	192.082	197.561	216.024	230.732	239.948	235.53	224.124	203.308	188.389	179.616	177.349	176.11	174.237	177.152	179.727	183.413	165.83	177.206	0.00848216969505433
"98"	"GRC"	"Greece"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	131.082	135.16	153.152	200.613	238.823	245.92	271.254	316.25	352.866	328.156	297.368	282.946	242.193	238.555	235.669	195.416	192.81	200.055	212.346	205.349	189.259	211.645	0.0185343358465626
"99"	"GRC"	"Greece"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	12997.39	13926.74	14885.92	16251.35	17557.18	18009.35	19630.13	20907.2	21693.28	21228.97	20156.33	18277.52	16992.79	16323.36	16230.63	16219.35	16157.37	16451.41	16732.54	17102.09	15471.29	16600.89	0.00874993282709413
"100"	"GRC"	"Greece"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	12164.72	12473.29	14065.79	18378.28	21829.5	22417.64	24648.87	28656.23	31902.01	29577.64	26743.4	25437.01	21845.97	21679.67	21567.97	17997.4	17879.71	18578.29	19769.33	19147.46	17657.1	19827.16	0.0188045197735223
"101"	"GRC"	"Greece"	"Europe"	"Inflation"	"Percent change"	""	3.669	3.525	3.498	3.098	3.129	3.504	3.199	3.855	2.193	2.549	5.158	2.177	0.318	-1.816	-2.535	0.392	0.29	0.967	0.632	1.05	-2.39	1.348	NA
"102"	"GRC"	"Greece"	"Europe"	"Unemployment"	"Percent of total labor force"	""	11.35	10.775	10.35	9.775	10.6	10	9	8.4	7.75	9.6	12.725	17.85	24.425	27.475	26.5	24.9	23.55	21.45	19.3	17.325	16.4	15.839	0.0185735616397154
"103"	"GRC"	"Greece"	"Europe"	"Population"	"Persons"	"Millions"	10.776	10.836	10.888	10.916	10.94	10.97	11.005	11.036	11.061	11.095	11.119	11.123	11.086	11.004	10.927	10.858	10.784	10.768	10.741	10.725	10.719	10.674	-0.000265143413204716
"104"	"GRC"	"Greece"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	140.055	150.91	162.082	177.396	192.082	197.561	216.024	230.732	239.948	235.53	224.124	203.308	188.389	179.616	177.349	176.11	174.237	177.152	179.727	183.413	165.83	177.206	0.00848216969505433
"105"	"HKG"	"Hong Kong SAR"	"Asia"	"GDP Domestic Currency"	"National currency"	"Billions"	1337.5	1321.14	1297.34	1256.67	1316.95	1412.13	1503.35	1650.76	1707.49	1659.25	1776.33	1934.43	2037.06	2138.31	2260.01	2398.28	2490.44	2659.38	2835.12	2844.56	2688.54	2866.46	0.0355263050621057
"106"	"HKG"	"Hong Kong SAR"	"Asia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	171.643	169.381	166.336	161.37	169.085	181.556	193.515	211.583	219.279	214.048	228.639	248.514	262.629	275.697	291.46	309.386	320.84	341.242	361.692	363.016	346.584	369.722	0.0357599658050807
"107"	"HKG"	"Hong Kong SAR"	"Asia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	199284.96	196297.64	192890.07	185782.35	193734.5	206517.45	217741.41	237915.95	245191.34	237156.97	251886.96	272090.86	284069.03	296537.88	311600.19	328095.54	337590.38	358741.15	378702.58	378225.72	361931.53	383657.86	0.0302855166938063
"108"	"HKG"	"Hong Kong SAR"	"Asia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	25574.49	25166.9	24731.08	23856.48	24873.9	26551.77	28028.16	30494.55	31487.94	30593.99	32421.36	34955.15	36623.75	38233.35	40185.3	42325.35	43491.31	46032.29	48313.14	48268.22	46657.2	49485.08	0.030518006030358
"109"	"HKG"	"Hong Kong SAR"	"Asia"	"Inflation"	"Percent change"	""	-2.083	-3.546	-1.618	-1.794	0.304	1.366	2.246	3.807	2.116	1.519	2.993	5.68	3.625	4.343	4.855	2.315	1.185	1.704	2.513	2.86	-0.894	2.569	-0.0414110631845487
"110"	"HKG"	"Hong Kong SAR"	"Asia"	"Unemployment"	"Percent of total labor force"	""	4.946	5.086	7.32	7.94	6.809	5.591	4.79	4.011	3.519	5.262	4.329	3.421	3.286	3.401	3.296	3.315	3.393	3.127	2.815	2.932	5.828	5.637	0.00823848705089869
"111"	"HKG"	"Hong Kong SAR"	"Asia"	"Population"	"Persons"	"Millions"	6.712	6.73	6.726	6.764	6.798	6.838	6.904	6.938	6.964	6.996	7.052	7.11	7.171	7.211	7.253	7.31	7.377	7.413	7.486	7.521	7.428	7.471	0.00508084766800354
"112"	"HKG"	"Hong Kong SAR"	"Asia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	1334.13	1309.49	1292.39	1265.12	1330.33	1438.72	1528.75	1685.5	1676.95	1692.24	1816.19	1954.55	2062.57	2163.9	2296.33	2415.52	2531.44	2712.04	2891.26	2900.88	2741.77	2923.21	0.0366726561688147
"113"	"ISL"	"Iceland"	"Scandinavia"	"GDP Domestic Currency"	"National currency"	"Billions"	709.561	802.277	854.14	876.733	970.421	1061.43	1225.72	1386.95	1589.63	1626.39	1680.97	1765.01	1845.16	1970.15	2086.36	2310.85	2512.06	2641.96	2844.73	3047.73	2941.1	3202.59	0.0736828167454087
"114"	"ISL"	"Iceland"	"Scandinavia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	9.026	8.235	9.318	11.429	13.825	16.853	17.465	21.653	18.075	13.154	13.751	15.222	14.752	16.125	17.868	17.517	20.793	24.728	26.267	24.858	21.718	25.476	0.0448795393463284
"115"	"ISL"	"Iceland"	"Scandinavia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	2542782.81	2831289.42	2980511.21	3039241.38	3339715.04	3615497.81	4087205.02	4507891.52	5039085.9	5092529.62	5292217.36	5542464.8	5773796.45	6121184.25	6406342.6	7021719.84	7554396.76	7808384.24	8163948.92	8537265.65	8076968.92	8654240.12	0.05949023241769
"116"	"ISL"	"Iceland"	"Scandinavia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	32344.36	29061.34	32516.44	39620.41	47579.94	57405.56	58238.89	70375.33	57296.25	41188.91	43293.02	47798.81	46159.8	50100.08	54864.16	53227.63	62530.42	73085.13	75382.6	69631.27	59643.09	68843.65	0.0310698287004552
"117"	"ISL"	"Iceland"	"Scandinavia"	"Inflation"	"Percent change"	""	4.148	8.65	1.955	2.763	3.916	4.135	6.965	5.865	18.133	7.446	2.518	5.251	4.206	4.134	0.829	2.012	1.894	1.872	3.738	2.002	3.58	4.274	-0.00733613274015665
"118"	"ISL"	"Iceland"	"Scandinavia"	"Unemployment"	"Percent of total labor force"	""	2.178	2.335	3.076	3.525	3.417	2.883	3.2	2.492	3.325	8.008	8.317	7.7	6.617	5.833	5.417	4.5	3.342	3.283	3.1	3.925	6.433	7	0.055644729621362
"119"	"ISL"	"Iceland"	"Scandinavia"	"Population"	"Persons"	"Millions"	0.279	0.283	0.287	0.288	0.291	0.294	0.3	0.308	0.315	0.319	0.318	0.318	0.32	0.322	0.326	0.329	0.333	0.338	0.348	0.357	0.364	0.37	0.0133859039382298
"120"	"ISL"	"Iceland"	"Scandinavia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	709.561	802.277	854.14	876.733	970.421	1061.43	1225.72	1386.95	1589.63	1626.39	1680.97	1765.01	1845.16	1970.15	2086.36	2310.85	2512.06	2641.96	2844.73	3047.73	2941.1	3202.59	0.0736828167454087
"121"	"IRL"	"Ireland"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	108.496	122.089	135.998	145.577	156.259	170.306	184.916	197.07	187.283	169.519	167.363	171.685	175.513	179.411	194.934	262.801	270.058	296.925	326.042	356.525	372.869	432.248	0.0636705316671704
"122"	"IRL"	"Ireland"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	100.253	109.347	128.505	164.63	194.283	211.993	232.193	270.112	275.417	236.185	222.057	238.936	225.64	238.282	259.037	291.611	298.846	335.312	385.215	399.165	425.549	516.253	0.0749607566320267
"123"	"IRL"	"Ireland"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	28339.48	31396.81	34376	36202.11	38114.55	40550.59	42797.1	44337	41473.01	37281.75	36638.7	37448.11	38115.06	38745.24	41764.92	55749.64	56599.44	61531.59	66727.38	72019	74657.72	85732.49	0.0496249422011965
"124"	"IRL"	"Ireland"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	26186.26	28120.1	32482.08	40940.14	47389.26	50476.48	53738.84	60770.05	60989.98	51943.47	48612.2	52116.93	49000.81	51459	55499.03	61861.2	62632.81	69486.55	78837.74	80632.33	85205.5	102394.02	0.0607662846534802
"125"	"IRL"	"Ireland"	"Europe"	"Inflation"	"Percent change"	""	4.806	4.331	4.518	3.037	2.381	1.993	3.04	3.267	1.327	-2.518	-0.207	1.449	1.735	0.301	-0.3	0.301	-0.2	0.501	0.698	1.089	-0.979	3.2	NA
"126"	"IRL"	"Ireland"	"Europe"	"Unemployment"	"Percent of total labor force"	""	4.4	4.175	4.725	4.842	4.75	4.625	4.775	5	6.8	12.642	14.6	15.4	15.492	13.767	11.892	9.925	8.383	6.742	5.767	4.983	5.833	7.76	0.0141961673085074
"127"	"IRL"	"Ireland"	"Europe"	"Population"	"Persons"	"Millions"	3.828	3.889	3.956	4.021	4.1	4.2	4.321	4.445	4.516	4.547	4.568	4.585	4.605	4.631	4.667	4.714	4.771	4.826	4.886	4.95	4.994	5.042	0.0133835038607741
"128"	"IRL"	"Ireland"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	108.496	122.089	135.998	145.577	156.259	170.306	184.916	197.07	187.283	169.519	167.363	171.685	175.513	179.411	194.934	262.801	270.058	296.925	326.042	356.525	372.869	432.248	0.0636705316671704
"129"	"ISR"	"Israel"	"Middle East"	"GDP Domestic Currency"	"National currency"	"Billions"	540.061	550.174	573.977	578.583	607.63	640.201	686.842	736.015	777.561	817.735	877.368	938.521	996.437	1062.17	1112.54	1166.35	1225.24	1278.84	1341.58	1418.45	1401.41	1518.36	0.0488324601356922
"130"	"ISR"	"Israel"	"Middle East"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	132.454	130.818	121.148	127.046	135.572	142.657	154.145	179.163	216.71	207.951	234.655	262.294	258.417	294.167	310.945	300.078	319.025	355.277	373.641	397.935	407.101	467.532	0.0577471273773706
"131"	"ISR"	"Israel"	"Middle East"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	85916.6	85479.52	87409	86523.23	89276.72	92422.66	97401.49	102563.33	106419.96	109292.91	115127.82	120895.78	126016.15	131847.26	135476.01	139237.47	143412.9	146829.23	151088.3	156716.8	152089.51	161861.66	0.0289661996431922
"132"	"ISR"	"Israel"	"Middle East"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	21071.76	20324.93	18449.18	18998.84	19919.02	20594.66	21859.44	24966.23	29659.79	27793.38	30791.28	33787.43	32681.2	36515.12	37864.41	35822.86	37341.6	40790.93	42079.34	43965.66	44181.17	49840.25	0.0377119550067058
"133"	"ISR"	"Israel"	"Middle East"	"Inflation"	"Percent change"	""	0.018	1.326	6.545	-1.843	1.126	2.475	-0.121	3.386	3.86	3.829	2.711	2.112	1.655	1.831	-0.2	-1.001	-0.202	0.405	0.807	0.601	-0.697	2.467	NA
"134"	"ISR"	"Israel"	"Middle East"	"Unemployment"	"Percent of total labor force"	""	10.9	11.625	12.875	13.4	12.9	11.2	10.45	9.15	7.65	9.425	8.25	7.05	6.875	6.25	5.9	5.275	4.8	4.225	4	3.825	4.3	5.1	-0.0454424920388814
"135"	"ISR"	"Israel"	"Middle East"	"Population"	"Persons"	"Millions"	6.286	6.436	6.567	6.687	6.806	6.927	7.052	7.176	7.307	7.482	7.621	7.763	7.907	8.056	8.212	8.377	8.543	8.71	8.879	9.051	9.214	9.381	0.0193039133190429
"136"	"ISR"	"Israel"	"Middle East"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	540.061	550.174	573.977	578.583	607.63	640.201	686.842	736.015	777.561	817.735	877.368	938.521	996.437	1062.17	1112.54	1166.35	1225.24	1278.84	1341.58	1418.45	1401.41	1518.36	0.0488324601356922
"137"	"ITA"	"Italy"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	1241.51	1304.14	1350.26	1394.69	1452.32	1493.64	1552.69	1614.84	1637.7	1577.26	1611.28	1648.76	1624.36	1612.75	1627.41	1655.36	1695.79	1736.59	1771.57	1790.94	1651.6	1775.23	0.0143731208005056
"138"	"ITA"	"Italy"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	1147.18	1168.03	1275.87	1577.23	1805.72	1859.24	1949.66	2213.37	2408.39	2197.54	2137.85	2294.59	2088.28	2141.95	2162.57	1836.82	1876.55	1961.1	2093.09	2005.14	1884.94	2120.23	0.0251402798944882
"139"	"ITA"	"Italy"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	21810.19	22895.37	23691.53	24388.55	25208.61	25732.64	26637.74	27599.06	27756.8	26543.93	26993.99	27502.88	27025.26	26755.51	26967.96	27454.04	28186.21	28911.06	29556.76	29940.52	27692.05	29794.52	0.0120099510099347
"140"	"ITA"	"Italy"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	20153.07	20505.91	22386.26	27580.46	31342.81	32031.43	33448.09	37828.36	40818.99	36982.81	35815.62	38276.03	34743.73	35534.99	35836.18	30463.7	31190.79	32648.76	34921.01	33521.34	31604.43	35584.88	0.0227519999888437
"141"	"ITA"	"Italy"	"Europe"	"Inflation"	"Percent change"	""	2.736	2.264	2.995	2.528	2.343	2.048	2.125	2.775	2.362	1.099	2.065	3.727	2.567	0.601	0	0.1	0.497	0.989	1.175	0.484	-0.289	1.659	NA
"142"	"ITA"	"Italy"	"Europe"	"Unemployment"	"Percent of total labor force"	""	10.1	9.1	8.608	8.45	8.033	7.75	6.867	6.208	6.783	7.867	8.5	8.6	10.908	12.35	12.808	12.033	11.733	11.325	10.692	10	9.308	10.3	-0.00407473456874485
"143"	"ITA"	"Italy"	"Europe"	"Population"	"Persons"	"Millions"	56.924	56.961	56.993	57.186	57.612	58.044	58.289	58.511	59.002	59.421	59.69	59.948	60.105	60.277	60.346	60.295	60.164	60.067	59.938	59.817	59.641	59.582	0.00233403022783674
"144"	"ITA"	"Italy"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	1241.51	1304.14	1350.26	1394.69	1452.32	1493.64	1552.69	1614.84	1637.7	1577.26	1611.28	1648.76	1624.36	1612.75	1627.41	1655.36	1695.79	1736.59	1771.57	1790.94	1651.6	1775.23	0.0143731208005056
"145"	"JPN"	"Japan"	"Asia"	"GDP Domestic Currency"	"National currency"	"Billions"	535417.7	531653.9	524478.7	523968.6	529400.8	532515.5	535170.2	539281.6	527823.8	494938.4	505530.6	497448.9	500474.8	508700.6	518811.1	538032.3	544364.6	553073	556189.6	559862.3	538688.5	553490.24	0.00030456096102971
"146"	"JPN"	"Japan"	"Asia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	4968.36	4374.71	4182.85	4519.56	4893.14	4831.47	4601.66	4579.75	5106.68	5289.49	5759.07	6233.15	6272.36	5212.33	4897	4444.93	5003.68	4930.84	5036.89	5135.9	5045.1	5103.11	0.000766677218887013
"147"	"JPN"	"Japan"	"Asia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	4221493.9	4181893.67	4116776.51	4105229.72	4144543.14	4168353.53	4189322.19	4221137.33	4133559.05	3880330.35	3962014.51	3891462.55	3923699.99	3995054.42	4081286.51	4237225.49	4287683.07	4363632.78	4396917.94	4435580.52	4280443.79	4414844.42	0.000693621610706963
"148"	"JPN"	"Japan"	"Asia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	39172.96	34410.68	32832.3	35410.22	38307.1	37819.1	36021.9	35847.23	39992.06	41469.77	45135.8	48760.91	49175.05	40934.76	38522.77	35005.66	39411.42	38903.3	39818.8	40689.79	40088.6	40704.3	0.0011559321631085
"149"	"JPN"	"Japan"	"Asia"	"Inflation"	"Percent change"	""	-0.766	-0.91	-0.536	-0.308	0.527	-0.76	0.368	0.512	1.073	-2	-0.255	-0.302	-0.245	1.397	2.551	0.197	0.266	0.547	0.862	0.503	-0.925	0.712	0.00947518640917111
"150"	"JPN"	"Japan"	"Asia"	"Unemployment"	"Percent of total labor force"	""	4.733	5.042	5.358	5.242	4.733	4.425	4.117	3.833	3.983	5.075	5.058	4.583	4.325	4.008	3.583	3.375	3.108	2.825	2.442	2.358	2.792	2.775	-0.0260448789006237
"151"	"JPN"	"Japan"	"Asia"	"Population"	"Persons"	"Millions"	126.831	127.132	127.4	127.634	127.734	127.752	127.746	127.757	127.692	127.551	127.594	127.831	127.552	127.333	127.12	126.978	126.96	126.746	126.495	126.221	125.849	125.37	-0.000388560292679863
"152"	"JPN"	"Japan"	"Asia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	535417.7	531653.9	524478.7	523968.6	529400.8	532515.5	535170.2	539281.6	527823.8	494938.4	505530.6	497448.9	500474.8	508700.6	518811.1	538032.3	544364.6	553073	556189.6	559862.3	538688.5	553490.24	0.00030456096102971
"153"	"KOR"	"Korea"	"Asia"	"GDP Domestic Currency"	"National currency"	"Billions"	651634.3	707021.3	784741.3	837365.1	908439.3	957447.8	1005601.5	1089660.2	1154216.6	1205347.8	1322611.2	1388937.2	1440111.3	1500819.2	1562929	1658020.4	1740779.6	1835698.3	1898192.6	1924498	1933152.4	2068876.26	0.0558764603273905
"154"	"KOR"	"Korea"	"Asia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	576.483	547.743	626.989	702.696	792.532	934.708	1052.61	1172.47	1049.17	943.739	1143.57	1253.42	1278.05	1370.63	1484.49	1466.04	1499.36	1623.07	1725.37	1651.42	1638.26	1823.85	0.0536098355101045
"155"	"KOR"	"Korea"	"Asia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	13862167.32	14925456.03	16470682.09	17484325.78	18893338.35	19870426.96	20760465.71	22382472.73	23529170.74	24445360.46	26690241.17	27813991	28687560.1	29761097.47	30798658.1	32500678.67	33987783.51	35740459.5	36781950.1	37217783.22	37333541.6	39923835	0.0507838824680888
"156"	"KOR"	"Korea"	"Asia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	12263.47	11563.04	13159.68	14672.42	16482.75	19398.49	21730.95	24083.34	21387.71	19139.73	23077.16	25100.19	25459.17	27179.52	29252.93	28737.44	29274.23	31600.74	33433.17	31936.8	31638.46	35195.52	0.0485281587490314
"157"	"KOR"	"Korea"	"Asia"	"Inflation"	"Percent change"	""	2.78	3.163	3.734	3.419	3.035	2.619	2.089	3.607	4.139	2.801	3.034	4.159	1.426	1.143	0.833	1.132	1.337	1.408	1.321	0.738	0.523	2.7	-0.0801376476383415
"158"	"KOR"	"Korea"	"Asia"	"Unemployment"	"Percent of total labor force"	""	4.425	4	3.258	3.55	3.658	3.75	3.475	3.258	3.175	3.633	3.708	3.408	3.225	3.1	3.492	3.592	3.675	3.683	3.833	3.783	3.942	3.842	-0.00576243658994413
"159"	"KOR"	"Korea"	"Asia"	"Population"	"Persons"	"Millions"	47.008	47.37	47.645	47.892	48.083	48.185	48.438	48.684	49.055	49.308	49.554	49.937	50.2	50.429	50.747	51.015	51.218	51.362	51.607	51.709	51.781	51.821	0.00484698313414511
"160"	"KOR"	"Korea"	"Asia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	651634.3	707021.3	784741.3	837365.1	908439.3	957447.8	1005601.5	1089660.2	1154216.6	1205347.8	1322611.2	1388937.2	1440111.3	1500819.2	1562929	1658020.4	1740779.6	1835698.3	1898192.6	1924498	1933152.4	2068876.26	0.0558764603273905
"161"	"LVA"	"Latvia"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	6.86	7.461	8.396	9.553	11.071	13.627	17.158	22.668	24.461	18.933	18.023	20.412	22.045	22.924	23.614	24.561	25.36	26.962	29.143	30.421	29.334	31.146	0.0753562376604862
"162"	"LVA"	"Latvia"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	7.953	8.352	9.552	11.754	14.406	16.986	21.536	31.05	35.924	26.386	23.911	28.649	28.346	30.442	31.379	27.253	28.064	30.448	34.432	34.059	33.478	37.199	0.0745123863001302
"163"	"LVA"	"Latvia"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	2880.36	3170.4	3617.45	4154.79	4863.01	6057.1	7701.52	10262.25	11160.11	8753.63	8499.27	9838.75	10780.94	11326.92	11798.29	12366.41	12880.06	13825.98	15065.58	15844.5	15376.84	16359.54	0.0873541496799732
"164"	"LVA"	"Latvia"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	3339.15	3549	4115.58	5111.94	6327.98	7550.18	9666.81	14057.16	16390.27	12199.67	11276.11	13809.19	13862.39	15041.85	15678.08	13722.08	14253.04	15613.44	17799.83	17739.47	17549.3	19538.9	0.0865036596210478
"165"	"LVA"	"Latvia"	"Europe"	"Inflation"	"Percent change"	""	1.743	3.173	1.451	3.583	7.334	7.127	6.74	14.024	10.398	-1.367	2.401	3.879	1.59	-0.404	0.274	0.404	2.105	2.16	2.549	2.137	-0.489	5	NA
"166"	"LVA"	"Latvia"	"Europe"	"Unemployment"	"Percent of total labor force"	""	14.342	13.483	12.492	11.642	11.75	10.05	7.042	6.058	7.742	17.567	19.475	16.208	15.048	11.868	10.847	9.875	9.642	8.715	7.415	6.311	8.099	7.7	-0.0281682487338932
"167"	"LVA"	"Latvia"	"Europe"	"Population"	"Persons"	"Millions"	2.382	2.353	2.321	2.299	2.277	2.25	2.228	2.209	2.192	2.163	2.121	2.075	2.045	2.024	2.001	1.986	1.969	1.95	1.934	1.92	1.908	1.904	-0.0110329307147717
"168"	"LVA"	"Latvia"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	6.86	7.461	8.396	9.553	11.071	13.627	17.158	22.668	24.461	18.933	18.023	20.412	22.045	22.924	23.614	24.561	25.36	26.962	29.143	30.421	29.334	31.146	0.0753562376604862
"169"	"LTU"	"Lithuania"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	13.351	14.177	15.182	16.65	18.22	20.98	24.053	29.011	32.66	26.897	28.034	31.317	33.41	35.04	36.581	37.346	38.89	42.276	45.491	48.809	48.93	52.443	0.0670949656520536
"170"	"LTU"	"Lithuania"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	11.525	12.238	14.257	18.782	22.624	26.115	30.203	39.764	48.03	37.475	37.195	43.584	42.952	46.537	48.611	41.44	43.035	47.742	53.747	54.646	55.843	62.635	0.0820974917571828
"171"	"LTU"	"Lithuania"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	3815.23	4084.63	4409.55	4875.22	5395.11	6314.52	7355.95	8978.23	10211.9	8503.89	9051.13	10342.14	11182.31	11846.95	12475.01	12856.06	13558.85	14947.06	16237.84	17468.22	17507.8	18764.83	0.0791592623951292
"172"	"LTU"	"Lithuania"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	3293.31	3525.85	4140.73	5499.48	6699.37	7860.18	9236.62	12305.92	15017.56	11848.2	12009.03	14393.27	14376	15734.38	16577.33	14265.41	15004.19	16879.45	19184.84	19557.39	19981.34	22411.65	0.0943332623639224
"173"	"LTU"	"Lithuania"	"Europe"	"Inflation"	"Percent change"	""	1.665	2.03	-0.895	-1.305	2.847	2.994	4.553	8.198	8.462	1.174	3.624	3.475	2.916	0.53	-0.189	-0.249	1.96	3.806	1.758	2.73	-0.072	3.029	NA
"174"	"LTU"	"Lithuania"	"Europe"	"Unemployment"	"Percent of total labor force"	""	16.375	17.362	13.737	12.441	10.884	8.324	5.778	4.248	5.827	13.787	17.814	15.39	13.366	11.77	10.699	9.119	7.861	7.073	6.146	6.254	8.488	6.5	-0.0323212523120076
"175"	"LTU"	"Lithuania"	"Europe"	"Population"	"Persons"	"Millions"	3.5	3.471	3.443	3.415	3.377	3.323	3.27	3.231	3.198	3.163	3.097	3.028	2.988	2.958	2.932	2.905	2.868	2.828	2.802	2.794	2.795	2.795	-0.0111835371495225
"176"	"LTU"	"Lithuania"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	13.351	14.177	15.182	16.65	18.22	20.98	24.053	29.011	32.66	26.897	28.034	31.317	33.41	35.04	36.581	37.346	38.89	42.276	45.491	48.809	48.93	52.443	0.0670949656520536
"177"	"LUX"	"Luxembourg"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	23.08	23.772	25.095	26.188	27.936	30.031	33.808	37.179	38.129	36.977	40.178	43.165	44.112	46.5	49.824	52.066	54.867	56.814	60.053	63.516	64.143	70.14	0.0524359464164965
"178"	"LUX"	"Luxembourg"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	21.326	21.291	23.712	29.615	34.733	37.382	42.452	50.959	56.072	51.518	53.308	60.073	56.711	61.758	66.209	57.773	60.716	64.159	70.952	71.113	73.205	83.771	0.063607930832895
